,NB Score,SGD Score,Tree Score,,NB Average Score,SGD Average Score,Tree Average Score
263,0.333333333,0.555555556,0.388888889,,,,
264,0.277777778,0.388888889,0.333333333,,,,
265,0.333333333,0.666666667,0.5,,,,
266,0.222222222,0.388888889,0.222222222,,,,
267,0.333333333,0.555555556,0.333333333,,,,
268,0.222222222,0.444444444,0.333333333,,,,
269,0.444444444,0.5,0.5,,,,
270,0.444444444,0.611111111,0.555555556,,,,
271,0.222222222,0.444444444,0.277777778,,,,
272,0.388888889,0.388888889,0.444444444,,,,
273,0.277777778,0.555555556,0.222222222,,,,
274,0.611111111,0.722222222,0.5,,,,
275,0.277777778,0.444444444,0.333333333,,,,
276,0.444444444,0.444444444,0.388888889,,,,
277,0.5,0.444444444,0.5,,,,
278,0.555555556,0.611111111,0.5,,,,
279,0.555555556,0.611111111,0.5,,,,
280,0.444444444,0.444444444,0.444444444,,,,
281,0.388888889,0.388888889,0.333333333,,,,
282,0.333333333,0.555555556,0.5,,,,
283,0.5,0.611111111,0.5,,,,
284,0.444444444,0.5,0.333333333,,,,
285,0.5,0.666666667,0.555555556,,,,
286,0.388888889,0.611111111,0.333333333,,,,
287,0.333333333,0.5,0.333333333,,,,
288,0.277777778,0.277777778,0.222222222,,,,
289,0.333333333,0.388888889,0.222222222,,,,
290,0.5,0.611111111,0.611111111,,,,
291,0.444444444,0.611111111,0.555555556,,,,
292,0.388888889,0.666666667,0.555555556,,,,
293,0.722222222,0.611111111,0.611111111,,,,
294,0.5,0.722222222,0.555555556,,,,
295,0.444444444,0.611111111,0.388888889,,,,
296,0.333333333,0.444444444,0.277777778,,,,
297,0.277777778,0.555555556,0.166666667,,,,
298,0.444444444,0.555555556,0.444444444,,,,
299,0.388888889,0.5,0.444444444,,,,
300,0.388888889,0.555555556,0.5,,,,
301,0.333333333,0.444444444,0.277777778,,,,
302,0.444444444,0.5,0.444444444,,,,
303,0.277777778,0.444444444,0.333333333,,,,
304,0.388888889,0.555555556,0.333333333,,,,
305,0.333333333,0.388888889,0.388888889,,,,
306,0.222222222,0.5,0.222222222,,,,
307,0.333333333,0.555555556,0.444444444,,,,
308,0.277777778,0.388888889,0.222222222,,,,
309,0.333333333,0.555555556,0.333333333,,,,
310,0.222222222,0.333333333,0.277777778,,,,
311,0.333333333,0.555555556,0.277777778,,,,
312,0.277777778,0.5,0.277777778,,,,
313,0.333333333,0.388888889,0.333333333,,,,
314,0.444444444,0.555555556,0.277777778,,,,
315,0.388888889,0.555555556,0.333333333,,,,
316,0.555555556,0.722222222,0.555555556,,,,
317,0.444444444,0.555555556,0.5,,,,
318,0.5,0.611111111,0.611111111,,,,
319,0.222222222,0.388888889,0.222222222,,,,
320,0.333333333,0.555555556,0.333333333,,,,
321,0.222222222,0.5,0.222222222,,,,
322,0.388888889,0.555555556,0.388888889,,,,
323,0.277777778,0.5,0.333333333,,,,
324,0.444444444,0.777777778,0.388888889,,,,
325,0.611111111,0.777777778,0.555555556,,,,
326,0,0.555555556,0.277777778,,,,
327,0.555555556,0.666666667,0.444444444,,,,
328,0.333333333,0.666666667,0.444444444,,,,
329,0.444444444,0.611111111,0.444444444,,,,
330,0.388888889,0.5,0.277777778,,,,
331,0.555555556,0.666666667,0.5,,,,
332,0.444444444,0.555555556,0.444444444,,,,
333,0.277777778,0.444444444,0.333333333,,,,
334,0.333333333,0.555555556,0.444444444,,,,
335,0.333333333,0.611111111,0.5,,,,
336,0.166666667,0.388888889,0.166666667,,,,
337,0.222222222,0.388888889,0.166666667,,,,
338,0.388888889,0.444444444,0.333333333,,,,
339,0.5,0.611111111,0.5,,,,
340,0.555555556,0.722222222,0.555555556,,,,
341,0.333333333,0.444444444,0.333333333,,,,
342,0.444444444,0.611111111,0.444444444,,,,
343,0.333333333,0.555555556,0.388888889,,,,
344,0.444444444,0.555555556,0.444444444,,,,
345,0.555555556,0.722222222,0.444444444,,,,
346,0.5,0.555555556,0.444444444,,,,
347,0.5,0.333333333,0.388888889,,,,
348,0.333333333,0.388888889,0.388888889,,,,
349,0.611111111,0.666666667,0.611111111,,,,
350,0.388888889,0.611111111,0.388888889,,,,
351,0.277777778,0.444444444,0.277777778,,,,
352,0.5,0.444444444,0.388888889,,,,
353,0.388888889,0.611111111,0.388888889,,,,
354,0.5,0.666666667,0.555555556,,,,
355,0.555555556,0.5,0.5,,,,
356,0.388888889,0.777777778,0.5,,,,
357,0.555555556,0.777777778,0.611111111,,,,
358,0.333333333,0.388888889,0.277777778,,,,
359,0.333333333,0.5,0.444444444,,,,
360,0.388888889,0.555555556,0.388888889,,,,
361,0.5,0.722222222,0.555555556,,,,
362,0.444444444,0.5,0.388888889,,,,
363,0.277777778,0.388888889,0.222222222,,,,
364,0.388888889,0.388888889,0.388888889,,,,
365,0.277777778,0.444444444,0.388888889,,,,
366,0.611111111,0.611111111,0.444444444,,,,
367,0.5,0.666666667,0.444444444,,,,
368,0.444444444,0.666666667,0.444444444,,,,
369,0.277777778,0.5,0.333333333,,,,
370,0.222222222,0.444444444,0.222222222,,,,
371,0.388888889,0.666666667,0.388888889,,,,
372,0.277777778,0.333333333,0.277777778,,,,
373,0.5,0.722222222,0.444444444,,,,
374,0.333333333,0.5,0.388888889,,,,
375,0.388888889,0.5,0.444444444,,,,
376,0.388888889,0.444444444,0.333333333,,,,
377,0.444444444,0.555555556,0.5,,,,
378,0.333333333,0.444444444,0.333333333,,,,
379,0.611111111,0.555555556,0.611111111,,,,
380,0.555555556,0.611111111,0.5,,,,
381,0.277777778,0.388888889,0.222222222,,,,
382,0.388888889,0.555555556,0.333333333,,,,
383,0.388888889,0.611111111,0.444444444,,,,
384,0.722222222,0.777777778,0.722222222,,,,
385,0.444444444,0.555555556,0.388888889,,,,
386,0.444444444,0.611111111,0.444444444,,,,
387,0.388888889,0.611111111,0.388888889,,,,
388,0.5,0.444444444,0.333333333,,,,
389,0.5,0.5,0.277777778,,,,
390,0.333333333,0.444444444,0.388888889,,,,
391,0.333333333,0.444444444,0.222222222,,,,
392,0.333333333,0.5,0.333333333,,,,
393,0.388888889,0.555555556,0.444444444,,,,
394,0.166666667,0.444444444,0.222222222,,,,
395,0.388888889,0.388888889,0.388888889,,,,
396,0.388888889,0.5,0.5,,,,
397,0.555555556,0.611111111,0.388888889,,,,
398,0.333333333,0.555555556,0.277777778,,,,
399,0.444444444,0.666666667,0.555555556,,,,
400,0.5,0.611111111,0.555555556,,,,
401,0.222222222,0.388888889,0.277777778,,,,
402,0.277777778,0.444444444,0.444444444,,,,
403,0.5,0.611111111,0.444444444,,,,
404,0.111111111,0.277777778,0.111111111,,,,
405,0.611111111,0.777777778,0.611111111,,,,
406,0.277777778,0.555555556,0.333333333,,,,
407,0.277777778,0.277777778,0.222222222,,,,
408,0.333333333,0.611111111,0.388888889,,,,
409,0.444444444,0.666666667,0.388888889,,,,
410,0.388888889,0.666666667,0.444444444,,,,
411,0.333333333,0.555555556,0.277777778,,,,
412,0.333333333,0.5,0.277777778,,,,
413,0.5,0.5,0.444444444,,,,
414,0.388888889,0.611111111,0.444444444,,,,
415,0.333333333,0.444444444,0.277777778,,,,
416,0.555555556,0.777777778,0.611111111,,,,
417,0.277777778,0.555555556,0.333333333,,,,
418,0.222222222,0.333333333,0.222222222,,,,
419,0.333333333,0.666666667,0.388888889,,,,
420,0.666666667,0.611111111,0.555555556,,,,
421,0.444444444,0.555555556,0.388888889,,,,
422,0.444444444,0.444444444,0.277777778,,,,
423,0.388888889,0.555555556,0.444444444,,,,
424,0.5,0.666666667,0.555555556,,,,
425,0.277777778,0.388888889,0.277777778,,,,
426,0.333333333,0.555555556,0.388888889,,,,
427,0.5,0.5,0.444444444,,,,
428,0.444444444,0.555555556,0.444444444,,,,
429,0.444444444,0.555555556,0.555555556,,,,
430,0.5,0.555555556,0.444444444,,,,
431,0.444444444,0.555555556,0.388888889,,,,
432,0.277777778,0.5,0.333333333,,,,
433,0.444444444,0.555555556,0.444444444,,,,
434,0.555555556,0.555555556,0.444444444,,,,
435,0.388888889,0.5,0.277777778,,,,
436,0.277777778,0.555555556,0.333333333,,,,
437,0.333333333,0.444444444,0.333333333,,,,
438,0.277777778,0.444444444,0.277777778,,,,
439,0.166666667,0.222222222,0.166666667,,,,
440,0.333333333,0.555555556,0.388888889,,,,
441,0.388888889,0.333333333,0.277777778,,,,
442,0.222222222,0.666666667,0.333333333,,,,
443,0.388888889,0.611111111,0.388888889,,,,
444,0.611111111,0.722222222,0.5,,,,
445,0.277777778,0.388888889,0.222222222,,,,
446,0.666666667,0.722222222,0.666666667,,,,
447,0.277777778,0.388888889,0.333333333,,,,
448,0.444444444,0.444444444,0.444444444,,,,
449,0.333333333,0.555555556,0.388888889,,,,
450,0.277777778,0.444444444,0.388888889,,,,
451,0.333333333,0.5,0.277777778,,,,
452,0.333333333,0.444444444,0.333333333,,,,
453,0.555555556,0.666666667,0.666666667,,,,
454,0.222222222,0.666666667,0.222222222,,,,
455,0.333333333,0.555555556,0.333333333,,,,
456,0.444444444,0.5,0.388888889,,,,
457,0.555555556,0.722222222,0.5,,,,
458,0.333333333,0.5,0.277777778,,,,
459,0.5,0.444444444,0.444444444,,,,
460,0.222222222,0.444444444,0.222222222,,,,
461,0.5,0.666666667,0.5,,,,
462,0.388888889,0.5,0.388888889,,,,
463,0.444444444,0.5,0.444444444,,,,
464,0.388888889,0.555555556,0.388888889,,,,
465,0.277777778,0.611111111,0.277777778,,,,
466,0.444444444,0.611111111,0.388888889,,,,
467,0.5,0.388888889,0.444444444,,,,
468,0.444444444,0.444444444,0.388888889,,,,
469,0.444444444,0.611111111,0.388888889,,,,
470,0.388888889,0.333333333,0.277777778,,,,
471,0.277777778,0.388888889,0.333333333,,,,
472,0.444444444,0.5,0.5,,,,
473,0.333333333,0.5,0.333333333,,,,
474,0.277777778,0.5,0.277777778,,,,
475,0.333333333,0.388888889,0.333333333,,,,
476,0.277777778,0.444444444,0.222222222,,,,
477,0.166666667,0.333333333,0.222222222,,,,
478,0.444444444,0.555555556,0.388888889,,,,
479,0.388888889,0.444444444,0.388888889,,,,
480,0.388888889,0.333333333,0.277777778,,,,
481,0.444444444,0.666666667,0.388888889,,,,
482,0.222222222,0.388888889,0.222222222,,,,
483,0.388888889,0.555555556,0.444444444,,,,
484,0.444444444,0.555555556,0.444444444,,,,
485,0.277777778,0.333333333,0.222222222,,,,
486,0.666666667,0.666666667,0.555555556,,,,
487,0.444444444,0.5,0.444444444,,,,
488,0.555555556,0.722222222,0.555555556,,,,
489,0.388888889,0.555555556,0.5,,,,
490,0.5,0.611111111,0.444444444,,,,
491,0.333333333,0.5,0.333333333,,,,
492,0.444444444,0.5,0.388888889,,,,
493,0.444444444,0.555555556,0.444444444,,,,
494,0.444444444,0.444444444,0.388888889,,,,
495,0.555555556,0.611111111,0.555555556,,,,
496,0.444444444,0.666666667,0.388888889,,,,
497,0.277777778,0.444444444,0.277777778,,,,
498,0.222222222,0.5,0.166666667,,,,
499,0.5,0.555555556,0.444444444,,,,
500,0.5,0.666666667,0.555555556,,,,
501,0.555555556,0.555555556,0.5,,,,
502,0.388888889,0.611111111,0.444444444,,,,
503,0.222222222,0.444444444,0.277777778,,,,
504,0.444444444,0.777777778,0.444444444,,,,
505,0.277777778,0.611111111,0.333333333,,,,
506,0.388888889,0.5,0.277777778,,,,
507,0.555555556,0.611111111,0.5,,,,
508,0.388888889,0.777777778,0.5,,,,
509,0.277777778,0.388888889,0.222222222,,,,
510,0.388888889,0.555555556,0.444444444,,,,
511,0.611111111,0.666666667,0.444444444,,,,
512,0.388888889,0.555555556,0.444444444,,,,
513,0.166666667,0.277777778,0.166666667,,,,
514,0.444444444,0.5,0.222222222,,,,
515,0.5,0.555555556,0.5,,,,
516,0.388888889,0.5,0.388888889,,,,
517,0.333333333,0.611111111,0.277777778,,,,
518,0.333333333,0.5,0.333333333,,,,
519,0.555555556,0.611111111,0.5,,,,
520,0.5,0.666666667,0.611111111,,,,
521,0.333333333,0.5,0.388888889,,,,
522,0.222222222,0.388888889,0.277777778,,,,
523,0.333333333,0.611111111,0.388888889,,,,
524,0.5,0.555555556,0.388888889,,,,
525,0.5,0.5,0.444444444,,,,
526,0.333333333,0.444444444,0.388888889,,,,
527,0.388888889,0.5,0.388888889,,,,
528,0.277777778,0.444444444,0.222222222,,,,
529,0.388888889,0.388888889,0.333333333,,,,
530,0.277777778,0.722222222,0.444444444,,,,
531,0.222222222,0.333333333,0.222222222,,,,
532,0.555555556,0.555555556,0.5,,,,
533,0.333333333,0.333333333,0.277777778,,,,
534,0.388888889,0.555555556,0.444444444,,,,
535,0.5,0.5,0.444444444,,,,
536,0.333333333,0.388888889,0.333333333,,,,
537,0.555555556,0.777777778,0.555555556,,,,
538,0.444444444,0.611111111,0.555555556,,,,
539,0.444444444,0.611111111,0.5,,,,
540,0.388888889,0.555555556,0.388888889,,,,
541,0.277777778,0.444444444,0.333333333,,,,
542,0.333333333,0.388888889,0.277777778,,,,
543,0.5,0.611111111,0.5,,,,
544,0.388888889,0.722222222,0.444444444,,,,
545,0.277777778,0.611111111,0.277777778,,,,
546,0.444444444,0.611111111,0.388888889,,,,
547,0.333333333,0.555555556,0.222222222,,,,
548,0.333333333,0.444444444,0.388888889,,,,
549,0.5,0.5,0.444444444,,,,
550,0.388888889,0.5,0.388888889,,,,
551,0.166666667,0.5,0.277777778,,,,
552,0.166666667,0.333333333,0.166666667,,,,
553,0.333333333,0.5,0.277777778,,,,
554,0.388888889,0.555555556,0.277777778,,,,
555,0.333333333,0.5,0.333333333,,,,
556,0.388888889,0.5,0.388888889,,,,
557,0.388888889,0.611111111,0.5,,,,
558,0.388888889,0.555555556,0.388888889,,,,
559,0.388888889,0.5,0.333333333,,,,
560,0.611111111,0.611111111,0.555555556,,,,
561,0.277777778,0.5,0.277777778,,,,
562,0.444444444,0.555555556,0.388888889,,,,
563,0.277777778,0.333333333,0.277777778,,,,
564,0.611111111,0.722222222,0.555555556,,,,
565,0.444444444,0.666666667,0.444444444,,,,
566,0.388888889,0.388888889,0.333333333,,,,
567,0.444444444,0.5,0.388888889,,,,
568,0.388888889,0.5,0.333333333,,,,
569,0.388888889,0.444444444,0.388888889,,,,
570,0.333333333,0.555555556,0.333333333,,,,
571,0.555555556,0.611111111,0.444444444,,,,
572,0.444444444,0.611111111,0.388888889,,,,
573,0.444444444,0.555555556,0.5,,,,
574,0.333333333,0.388888889,0.388888889,,,,
575,0.444444444,0.5,0.444444444,,,,
576,0.333333333,0.333333333,0.277777778,,,,
577,0.333333333,0.333333333,0.277777778,,,,
578,0.722222222,0.833333333,0.722222222,,,,
579,0.222222222,0.555555556,0.222222222,,,,
580,0.333333333,0.5,0.388888889,,,,
581,0.333333333,0.333333333,0.222222222,,,,
582,0.444444444,0.444444444,0.222222222,,,,
583,0.388888889,0.611111111,0.333333333,,,,
584,0.388888889,0.5,0.333333333,,,,
585,0.333333333,0.555555556,0.333333333,,,,
586,0.5,0.555555556,0.388888889,,,,
587,0.611111111,0.611111111,0.555555556,,,,
588,0.166666667,0.555555556,0.388888889,,,,
589,0.444444444,0.555555556,0.444444444,,,,
590,0.555555556,0.5,0.444444444,,,,
591,0.5,0.666666667,0.5,,,,
592,0.388888889,0.333333333,0.333333333,,,,
593,0.388888889,0.5,0.388888889,,,,
594,0.5,0.555555556,0.444444444,,,,
595,0.166666667,0.277777778,0.166666667,,,,
596,0.333333333,0.555555556,0.388888889,,,,
