,NB Score,SGD Score,Tree Score
0,0.5555555555555556,0.6666666666666666,0.5555555555555556
1,0.1111111111111111,0.2222222222222222,0.1111111111111111
2,0.4444444444444444,0.5555555555555556,0.2222222222222222
3,0.4444444444444444,0.4444444444444444,0.4444444444444444
4,0.7777777777777778,0.7777777777777778,0.7777777777777778
5,0.3333333333333333,0.3333333333333333,0.3333333333333333
6,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.3333333333333333,0.4444444444444444,0.2222222222222222
8,0.2222222222222222,0.3333333333333333,0.1111111111111111
9,0.2222222222222222,0.3333333333333333,0.2222222222222222
10,0.3333333333333333,0.4444444444444444,0.3333333333333333
11,0.2222222222222222,0.5555555555555556,0.1111111111111111
12,0.4444444444444444,0.4444444444444444,0.4444444444444444
13,0.4444444444444444,0.6666666666666666,0.5555555555555556
14,0.2222222222222222,0.3333333333333333,0.3333333333333333
15,0.5555555555555556,0.3333333333333333,0.2222222222222222
16,0.4444444444444444,0.4444444444444444,0.3333333333333333
17,0.1111111111111111,0.3333333333333333,0.2222222222222222
18,0.3333333333333333,0.5555555555555556,0.4444444444444444
19,0.7777777777777778,0.6666666666666666,0.6666666666666666
20,0.0,0.1111111111111111,0.1111111111111111
21,0.3333333333333333,0.4444444444444444,0.3333333333333333
22,0.1111111111111111,0.3333333333333333,0.1111111111111111
23,0.3333333333333333,0.4444444444444444,0.4444444444444444
24,0.5555555555555556,0.4444444444444444,0.4444444444444444
25,0.1111111111111111,0.2222222222222222,0.1111111111111111
26,0.4444444444444444,0.5555555555555556,0.4444444444444444
27,0.3333333333333333,0.5555555555555556,0.3333333333333333
28,0.3333333333333333,0.5555555555555556,0.2222222222222222
29,0.0,0.4444444444444444,0.2222222222222222
30,0.4444444444444444,0.4444444444444444,0.4444444444444444
31,0.3333333333333333,0.5555555555555556,0.3333333333333333
32,0.3333333333333333,0.2222222222222222,0.1111111111111111
33,0.2222222222222222,0.5555555555555556,0.3333333333333333
34,0.2222222222222222,0.3333333333333333,0.0
35,0.4444444444444444,0.7777777777777778,0.4444444444444444
36,0.6666666666666666,0.7777777777777778,0.6666666666666666
37,0.4444444444444444,0.3333333333333333,0.3333333333333333
38,0.5555555555555556,0.5555555555555556,0.6666666666666666
39,0.3333333333333333,0.3333333333333333,0.2222222222222222
40,0.2222222222222222,0.5555555555555556,0.2222222222222222
41,0.3333333333333333,0.4444444444444444,0.5555555555555556
42,0.3333333333333333,0.4444444444444444,0.4444444444444444
43,0.1111111111111111,0.5555555555555556,0.2222222222222222
44,0.6666666666666666,0.6666666666666666,0.6666666666666666
45,0.4444444444444444,0.4444444444444444,0.3333333333333333
46,0.2222222222222222,0.3333333333333333,0.2222222222222222
47,0.5555555555555556,0.5555555555555556,0.5555555555555556
48,0.5555555555555556,1.0,0.6666666666666666
49,0.4444444444444444,0.7777777777777778,0.5555555555555556
50,0.2222222222222222,0.2222222222222222,0.2222222222222222
51,0.2222222222222222,0.2222222222222222,0.2222222222222222
52,0.2222222222222222,0.5555555555555556,0.3333333333333333
53,0.3333333333333333,0.6666666666666666,0.3333333333333333
54,0.2222222222222222,0.4444444444444444,0.2222222222222222
55,0.5555555555555556,0.5555555555555556,0.5555555555555556
56,0.3333333333333333,0.3333333333333333,0.2222222222222222
57,0.1111111111111111,0.2222222222222222,0.1111111111111111
58,0.2222222222222222,0.3333333333333333,0.2222222222222222
59,0.2222222222222222,0.3333333333333333,0.1111111111111111
60,0.5555555555555556,0.5555555555555556,0.5555555555555556
61,0.3333333333333333,0.3333333333333333,0.3333333333333333
62,0.5555555555555556,0.7777777777777778,0.5555555555555556
63,0.0,0.3333333333333333,0.2222222222222222
64,0.6666666666666666,0.6666666666666666,0.6666666666666666
65,0.2222222222222222,0.3333333333333333,0.2222222222222222
66,0.6666666666666666,0.6666666666666666,0.4444444444444444
67,0.4444444444444444,0.4444444444444444,0.4444444444444444
68,0.2222222222222222,0.3333333333333333,0.1111111111111111
69,0.2222222222222222,0.4444444444444444,0.3333333333333333
70,0.4444444444444444,0.5555555555555556,0.4444444444444444
71,0.4444444444444444,0.5555555555555556,0.3333333333333333
72,0.6666666666666666,0.6666666666666666,0.6666666666666666
73,0.1111111111111111,0.4444444444444444,0.0
74,0.6666666666666666,0.6666666666666666,0.4444444444444444
75,0.3333333333333333,0.5555555555555556,0.3333333333333333
76,0.3333333333333333,0.3333333333333333,0.3333333333333333
77,0.1111111111111111,0.3333333333333333,0.1111111111111111
78,0.4444444444444444,0.5555555555555556,0.4444444444444444
79,0.5555555555555556,0.7777777777777778,0.6666666666666666
80,0.5555555555555556,0.6666666666666666,0.5555555555555556
81,0.3333333333333333,0.4444444444444444,0.2222222222222222
82,0.5555555555555556,0.4444444444444444,0.4444444444444444
83,0.5555555555555556,0.7777777777777778,0.6666666666666666
84,0.6666666666666666,0.6666666666666666,0.6666666666666666
85,0.5555555555555556,0.5555555555555556,0.4444444444444444
86,0.4444444444444444,0.5555555555555556,0.3333333333333333
87,0.2222222222222222,0.4444444444444444,0.3333333333333333
88,0.3333333333333333,0.6666666666666666,0.3333333333333333
89,0.1111111111111111,0.2222222222222222,0.1111111111111111
90,0.3333333333333333,0.4444444444444444,0.4444444444444444
91,0.2222222222222222,0.5555555555555556,0.4444444444444444
92,0.8888888888888888,0.7777777777777778,0.6666666666666666
93,0.6666666666666666,0.4444444444444444,0.3333333333333333
94,0.4444444444444444,0.5555555555555556,0.4444444444444444
95,0.6666666666666666,0.8888888888888888,0.7777777777777778
96,0.4444444444444444,0.3333333333333333,0.4444444444444444
97,0.3333333333333333,0.4444444444444444,0.3333333333333333
98,0.3333333333333333,0.3333333333333333,0.3333333333333333
99,0.5555555555555556,0.6666666666666666,0.6666666666666666
100,0.5555555555555556,0.6666666666666666,0.6666666666666666
101,0.4444444444444444,0.6666666666666666,0.6666666666666666
102,0.1111111111111111,0.5555555555555556,0.3333333333333333
103,0.2222222222222222,0.4444444444444444,0.3333333333333333
104,0.5555555555555556,0.5555555555555556,0.5555555555555556
105,0.5555555555555556,0.6666666666666666,0.5555555555555556
106,0.2222222222222222,0.5555555555555556,0.5555555555555556
107,0.3333333333333333,0.5555555555555556,0.4444444444444444
108,0.4444444444444444,0.6666666666666666,0.5555555555555556
109,0.3333333333333333,0.5555555555555556,0.2222222222222222
110,0.5555555555555556,0.5555555555555556,0.5555555555555556
111,0.3333333333333333,0.2222222222222222,0.2222222222222222
112,0.1111111111111111,0.2222222222222222,0.1111111111111111
113,0.5555555555555556,0.4444444444444444,0.4444444444444444
114,0.4444444444444444,0.7777777777777778,0.4444444444444444
115,0.5555555555555556,0.5555555555555556,0.5555555555555556
116,0.3333333333333333,0.5555555555555556,0.3333333333333333
117,0.2222222222222222,0.3333333333333333,0.3333333333333333
118,0.3333333333333333,0.5555555555555556,0.3333333333333333
119,0.1111111111111111,0.3333333333333333,0.0
120,0.4444444444444444,0.6666666666666666,0.4444444444444444
121,0.4444444444444444,0.6666666666666666,0.4444444444444444
122,0.2222222222222222,0.3333333333333333,0.2222222222222222
123,0.5555555555555556,0.5555555555555556,0.3333333333333333
124,0.3333333333333333,0.3333333333333333,0.2222222222222222
125,0.3333333333333333,0.3333333333333333,0.3333333333333333
126,0.5555555555555556,0.7777777777777778,0.5555555555555556
127,0.5555555555555556,0.6666666666666666,0.5555555555555556
128,0.4444444444444444,0.3333333333333333,0.4444444444444444
129,0.3333333333333333,0.4444444444444444,0.3333333333333333
130,0.2222222222222222,0.4444444444444444,0.1111111111111111
131,0.2222222222222222,0.4444444444444444,0.3333333333333333
132,0.2222222222222222,0.6666666666666666,0.5555555555555556
133,0.3333333333333333,0.4444444444444444,0.2222222222222222
134,0.3333333333333333,0.3333333333333333,0.3333333333333333
135,0.3333333333333333,0.5555555555555556,0.3333333333333333
136,0.4444444444444444,0.4444444444444444,0.4444444444444444
137,0.3333333333333333,0.5555555555555556,0.3333333333333333
138,0.3333333333333333,0.6666666666666666,0.4444444444444444
139,0.3333333333333333,0.5555555555555556,0.4444444444444444
140,0.2222222222222222,0.6666666666666666,0.2222222222222222
141,0.3333333333333333,0.6666666666666666,0.4444444444444444
142,0.4444444444444444,0.7777777777777778,0.5555555555555556
143,0.3333333333333333,0.5555555555555556,0.4444444444444444
144,0.2222222222222222,0.5555555555555556,0.1111111111111111
145,0.1111111111111111,0.3333333333333333,0.2222222222222222
146,0.4444444444444444,0.5555555555555556,0.4444444444444444
147,0.5555555555555556,0.5555555555555556,0.4444444444444444
148,0.3333333333333333,0.4444444444444444,0.4444444444444444
149,0.4444444444444444,0.4444444444444444,0.3333333333333333
150,0.3333333333333333,0.3333333333333333,0.2222222222222222
151,0.0,0.3333333333333333,0.1111111111111111
152,0.4444444444444444,0.5555555555555556,0.3333333333333333
153,0.6666666666666666,0.6666666666666666,0.6666666666666666
154,0.3333333333333333,0.3333333333333333,0.2222222222222222
155,0.3333333333333333,0.4444444444444444,0.4444444444444444
156,0.2222222222222222,0.4444444444444444,0.2222222222222222
157,0.3333333333333333,0.6666666666666666,0.3333333333333333
158,0.6666666666666666,0.4444444444444444,0.5555555555555556
159,0.5555555555555556,0.6666666666666666,0.5555555555555556
160,0.4444444444444444,0.4444444444444444,0.3333333333333333
161,0.3333333333333333,0.4444444444444444,0.2222222222222222
162,0.2222222222222222,0.5555555555555556,0.2222222222222222
163,0.3333333333333333,0.5555555555555556,0.3333333333333333
164,0.4444444444444444,0.6666666666666666,0.4444444444444444
165,0.3333333333333333,0.3333333333333333,0.3333333333333333
