,NB Score,SGD Score,Tree Score
287,0.4,0.6,0.4
288,0.4,0.4,0.4
289,0.4,0.4,0.2
290,0.4,0.6,0.4
291,0.4,0.6,0.2
292,0.2,0.6,0.2
293,0.2,0.2,0.2
294,0.4,0.6,0.4
295,0.2,0.6,0.2
296,0.6,0.8,0.6
297,0.4,0.4,0.4
298,0.2,0.2,0.2
299,0.4,0.6,0.4
300,0.4,0.4,0.2
301,0.6,1.0,0.6
302,0.2,0.2,0.0
303,0.6,0.6,0.6
304,0.4,0.6,0.4
305,0.6,0.6,0.4
306,1.0,1.0,0.8
307,0.8,0.8,0.8
308,0.4,0.4,0.4
309,0.0,0.8,0.2
310,0.6,0.8,0.6
311,0.2,0.6,0.2
312,0.4,0.4,0.4
313,0.4,0.6,0.6
314,0.4,0.6,0.2
315,0.6,0.6,0.6
316,0.4,0.6,0.6
317,0.0,0.0,0.0
318,0.4,0.6,0.4
319,0.2,0.6,0.2
320,0.4,0.6,0.4
321,0.6,0.8,0.6
322,0.2,0.0,0.0
323,0.2,0.4,0.2
324,0.4,0.4,0.2
325,0.4,0.4,0.4
326,0.6,0.8,0.6
327,0.4,0.4,0.0
328,0.8,0.8,0.8
329,0.2,0.2,0.2
330,0.4,0.6,0.4
331,0.4,0.6,0.4
332,0.2,0.4,0.2
333,0.4,0.6,0.4
334,0.6,0.8,0.6
335,0.4,0.6,0.6
336,0.4,0.8,0.4
337,0.6,0.8,0.8
338,0.4,1.0,0.6
339,0.4,0.8,0.4
340,0.2,0.6,0.2
341,0.6,0.8,0.8
342,0.2,0.4,0.4
343,0.4,0.4,0.4
344,0.2,0.2,0.2
345,0.2,0.4,0.2
346,0.2,0.4,0.2
347,0.2,0.4,0.2
348,0.4,0.8,0.2
349,0.6,0.8,0.6
350,0.4,0.4,0.4
351,0.6,0.8,0.8
352,0.2,0.4,0.4
353,0.4,0.4,0.4
354,0.2,0.4,0.2
355,0.2,0.6,0.2
356,0.4,0.6,0.6
357,0.0,0.0,0.0
358,0.2,0.6,0.4
359,0.4,0.2,0.4
360,0.6,0.6,0.6
361,0.4,0.6,0.6
362,0.4,0.4,0.4
363,0.2,0.2,0.0
364,0.4,0.2,0.2
365,0.8,0.6,0.6
366,0.4,0.4,0.4
367,0.0,0.4,0.2
368,0.2,0.4,0.2
369,0.4,0.8,0.2
370,0.2,0.4,0.2
371,0.4,0.4,0.4
372,0.2,0.8,0.4
373,0.2,0.4,0.2
374,0.0,0.6,0.0
375,0.6,0.6,0.4
376,0.4,0.6,0.2
377,0.2,0.6,0.2
378,0.2,0.6,0.2
379,0.6,0.8,0.6
380,0.4,0.6,0.6
381,0.2,0.4,0.2
382,0.2,1.0,0.4
383,0.2,0.2,0.2
384,0.2,0.2,0.2
385,0.4,0.4,0.4
386,0.8,1.0,0.6
387,0.0,0.0,0.0
388,1.0,0.8,0.8
389,0.4,0.6,0.4
390,0.0,0.4,0.0
391,0.2,0.6,0.4
392,0.4,0.4,0.2
393,0.0,0.2,0.0
394,0.6,0.6,0.6
395,0.6,0.6,0.4
396,0.4,0.4,0.4
397,0.8,1.0,0.8
398,0.4,0.4,0.4
399,0.4,0.6,0.4
400,0.2,0.6,0.4
401,0.6,0.4,0.4
402,0.4,0.6,0.4
403,0.4,0.4,0.4
404,0.0,0.2,0.2
405,0.6,0.6,0.4
406,0.4,0.6,0.6
407,0.6,0.6,0.6
408,0.0,0.0,0.0
409,0.2,0.2,0.2
410,0.6,0.8,0.4
411,0.8,0.8,0.8
412,0.4,0.4,0.4
413,0.2,0.6,0.4
414,0.4,0.4,0.4
415,0.6,0.8,0.4
416,0.2,0.6,0.2
417,0.2,0.2,0.2
418,0.4,0.6,0.4
419,0.2,0.6,0.2
420,0.4,0.4,0.6
421,0.4,0.6,0.4
422,0.6,0.8,0.6
423,0.2,0.4,0.2
424,0.2,0.4,0.2
425,0.4,0.6,0.2
426,0.6,0.8,0.8
427,0.0,0.2,0.0
428,0.2,0.6,0.2
429,0.0,0.6,0.4
430,0.6,0.6,0.4
431,0.8,0.6,0.6
432,0.2,0.4,0.2
433,0.2,0.4,0.2
434,0.8,0.8,0.8
435,0.6,0.6,0.6
436,0.2,0.4,0.2
437,0.2,0.2,0.0
438,0.4,0.6,0.4
439,0.2,0.2,0.2
440,0.2,0.8,0.2
441,0.4,0.2,0.4
442,0.4,0.6,0.4
443,0.2,0.2,0.2
444,0.6,0.8,0.4
445,0.2,0.4,0.2
446,0.6,0.6,0.4
447,0.2,0.4,0.4
448,0.4,0.6,0.4
449,0.6,0.6,0.6
450,0.4,0.6,0.4
451,0.2,0.2,0.2
452,0.0,0.2,0.2
453,0.4,0.6,0.4
454,0.2,0.4,0.2
455,0.2,0.6,0.4
456,0.2,0.2,0.2
457,0.6,0.8,0.8
458,0.0,0.2,0.0
459,0.0,0.4,0.2
460,0.4,0.6,0.4
461,0.8,0.8,0.6
462,0.8,0.6,0.6
463,0.2,0.6,0.4
464,0.4,1.0,0.8
465,0.4,0.4,0.4
466,0.0,0.2,0.0
467,0.2,0.6,0.2
468,0.2,0.2,0.2
469,0.0,0.2,0.0
470,0.8,0.6,0.8
471,0.6,0.4,0.4
472,0.4,0.2,0.4
473,0.4,0.6,0.2
474,0.6,0.8,0.6
475,0.2,0.2,0.2
476,0.6,0.6,0.6
477,0.0,0.0,0.0
478,0.4,0.6,0.4
479,0.4,0.4,0.4
480,0.2,0.2,0.2
481,0.0,0.4,0.2
482,0.4,0.6,0.4
483,0.2,0.2,0.0
484,0.8,0.8,0.8
485,0.2,0.4,0.2
486,0.6,0.8,0.4
487,0.8,0.6,0.6
488,0.8,0.8,0.6
489,0.4,0.4,0.4
490,0.6,0.8,0.6
491,0.6,0.6,0.6
492,0.4,0.4,0.4
493,0.6,0.6,0.6
494,0.6,0.8,0.6
495,0.4,0.6,0.6
496,0.0,0.2,0.0
497,0.6,0.6,0.6
498,0.4,0.4,0.2
499,0.6,1.0,0.4
500,0.4,0.2,0.2
501,0.4,0.4,0.6
502,0.2,0.4,0.4
503,0.2,0.2,0.2
504,0.4,0.4,0.4
505,0.2,0.6,0.4
506,0.6,0.4,0.4
507,0.2,0.4,0.2
508,0.4,0.6,0.6
509,0.4,0.2,0.0
510,0.2,0.2,0.2
511,0.2,0.2,0.2
512,0.4,0.6,0.4
513,0.4,0.4,0.4
514,0.0,0.2,0.2
515,0.0,0.0,0.0
516,0.4,0.6,0.4
517,0.2,0.2,0.0
518,0.6,0.8,0.6
519,0.4,0.6,0.6
520,0.4,0.4,0.2
521,0.6,0.8,0.8
522,0.2,0.4,0.2
523,0.2,0.4,0.2
524,0.4,1.0,0.4
525,0.0,0.6,0.0
526,0.6,0.6,0.6
527,0.4,0.4,0.2
528,0.2,0.2,0.2
529,0.6,0.6,0.6
530,0.6,0.4,0.6
531,0.4,0.4,0.2
532,0.2,0.4,0.2
533,0.4,0.6,0.4
534,0.6,0.6,0.6
535,0.0,0.4,0.0
536,0.6,0.4,0.4
537,1.0,1.0,1.0
538,0.0,0.0,0.0
539,0.4,0.8,0.4
540,0.0,0.2,0.2
541,0.2,0.4,0.2
542,0.2,0.4,0.2
543,0.2,0.8,0.4
544,0.6,0.6,0.6
545,0.6,0.6,0.6
546,0.4,1.0,0.6
547,0.4,0.6,0.4
548,0.8,1.0,0.8
549,0.0,0.0,0.0
550,0.0,0.4,0.0
551,0.6,0.6,0.6
552,0.0,0.2,0.2
553,0.2,0.6,0.2
554,0.4,0.8,0.4
555,0.6,0.4,0.2
556,0.0,0.4,0.2
557,0.4,0.2,0.2
558,0.2,0.6,0.4
559,0.2,0.2,0.2
560,0.2,0.4,0.2
561,0.8,0.8,0.6
562,0.6,0.8,0.8
563,0.8,0.8,0.8
564,0.6,0.8,0.4
565,0.4,0.6,0.6
566,0.4,0.4,0.2
567,0.6,0.6,0.6
568,0.6,0.4,0.4
569,0.8,0.8,0.8
570,0.2,0.4,0.4
571,0.2,0.8,0.0
572,0.2,0.4,0.2
573,0.6,0.6,0.6
574,0.4,0.6,0.6
575,0.2,0.4,0.2
576,0.6,0.6,0.6
577,0.4,0.6,0.4
578,0.2,0.2,0.2
579,0.4,0.6,0.4
580,0.6,0.6,0.6
581,0.4,0.8,0.4
582,0.4,0.2,0.2
583,0.4,0.6,0.4
584,0.2,0.2,0.2
585,0.8,1.0,0.8
586,0.0,0.0,0.0
587,0.2,0.2,0.2
588,0.0,0.0,0.0
589,0.4,0.4,0.4
590,0.4,0.2,0.4
591,0.4,1.0,0.6
592,0.6,0.4,0.2
593,0.6,0.6,0.4
594,0.4,0.4,0.4
595,0.4,0.6,0.4
596,0.4,0.8,0.4
597,0.6,0.8,0.6
598,0.4,0.8,0.6
599,0.8,0.8,0.6
600,0.4,0.4,0.4
601,0.0,0.2,0.2
602,1.0,1.0,1.0
603,0.4,0.4,0.2
604,0.4,0.4,0.2
605,0.2,0.4,0.4
606,0.2,0.4,0.4
607,0.8,0.8,0.8
608,0.2,0.4,0.2
609,0.2,0.4,0.4
610,0.6,0.8,0.6
611,0.8,0.8,0.8
612,0.6,0.8,0.6
613,0.0,0.4,0.0
614,0.4,0.4,0.2
615,0.4,0.6,0.4
616,0.4,0.4,0.4
617,0.4,0.4,0.4
618,0.2,0.6,0.2
619,0.4,0.2,0.2
620,0.6,0.6,0.2
621,0.8,0.8,0.8
622,0.6,0.6,0.6
623,0.4,0.8,0.4
624,0.4,0.8,0.6
625,0.2,0.0,0.0
626,0.4,1.0,0.8
627,0.6,0.6,0.6
628,0.4,0.6,0.4
629,0.2,0.6,0.2
630,0.4,0.6,0.4
631,0.2,0.4,0.2
632,0.6,0.6,0.4
633,0.6,0.8,0.6
634,0.4,0.8,0.6
635,0.6,0.8,0.6
636,0.2,0.6,0.4
637,0.4,0.2,0.4
638,0.4,0.4,0.4
639,0.4,0.6,0.4
640,0.4,0.4,0.4
641,0.4,0.4,0.4
642,0.4,0.6,0.4
643,0.4,0.2,0.2
644,0.2,0.4,0.2
645,0.2,0.2,0.0
646,0.4,0.4,0.2
647,0.0,0.4,0.0
648,0.4,0.2,0.0
649,0.4,0.8,0.4
650,0.8,0.6,0.6
651,0.2,0.2,0.2
652,0.6,0.6,0.6
653,0.4,0.4,0.4
654,0.4,0.6,0.4
655,0.4,0.4,0.4
656,0.4,0.4,0.2
657,0.4,0.8,0.2
658,0.2,0.6,0.4
659,0.2,0.2,0.2
660,0.8,1.0,1.0
661,0.2,0.4,0.2
662,0.2,0.4,0.2
663,0.6,0.6,0.6
664,0.0,0.2,0.0
665,0.2,0.2,0.2
666,0.6,0.8,0.6
667,0.4,0.4,0.4
668,0.2,0.0,0.0
669,0.6,0.4,0.6
670,0.4,0.8,0.2
671,0.4,0.2,0.4
672,0.6,0.4,0.4
673,0.8,0.8,0.6
674,0.4,0.6,0.4
675,0.4,0.8,0.6
676,0.8,1.0,1.0
677,0.6,0.6,0.6
678,0.4,0.2,0.2
679,0.0,0.4,0.0
680,0.8,0.6,0.6
681,0.4,0.4,0.4
682,0.6,0.8,0.6
683,0.2,0.4,0.2
684,0.4,0.4,0.4
685,0.4,0.4,0.4
686,0.4,0.6,0.4
687,0.2,0.8,0.2
688,0.4,0.2,0.2
689,0.6,0.8,0.6
690,0.6,0.6,0.4
691,0.6,0.8,0.6
692,0.6,0.8,0.6
693,0.2,0.2,0.2
694,0.8,0.2,0.6
695,0.4,0.6,0.6
696,0.2,0.6,0.4
697,0.0,0.2,0.0
698,0.4,0.4,0.2
699,0.4,0.4,0.4
700,0.4,0.4,0.2
701,0.2,0.4,0.2
702,0.4,0.4,0.4
703,0.4,0.4,0.4
704,0.2,0.2,0.2
705,0.2,0.4,0.2
706,0.2,0.4,0.2
707,0.6,0.4,0.4
708,0.4,0.6,0.4
709,0.4,0.4,0.4
710,0.2,0.8,0.2
711,0.8,0.6,0.4
712,0.4,0.6,0.4
713,0.2,0.4,0.2
714,0.2,0.8,0.2
715,0.2,0.2,0.2
716,0.2,0.6,0.2
717,0.6,0.8,0.6
718,0.2,0.6,0.0
719,0.4,1.0,0.4
720,0.4,0.4,0.2
721,0.4,0.6,0.0
722,0.2,0.6,0.0
723,0.2,0.4,0.4
724,0.4,0.6,0.6
725,0.6,0.8,0.4
726,0.8,0.8,0.8
727,0.0,0.4,0.0
728,0.8,0.8,0.6
729,0.4,0.6,0.2
730,0.8,0.6,0.6
731,0.6,0.4,0.4
732,0.2,0.2,0.0
733,0.6,0.8,0.6
734,0.2,0.6,0.4
735,0.6,0.6,0.4
736,0.4,0.2,0.2
737,0.0,0.2,0.0
738,0.2,0.2,0.2
739,0.6,0.6,0.8
740,0.6,0.6,0.6
741,0.2,0.6,0.2
742,0.2,0.6,0.4
743,0.4,0.8,0.6
744,0.8,0.8,0.6
745,0.0,0.2,0.0
746,0.2,0.4,0.4
747,0.8,0.8,0.8
748,0.4,0.6,0.4
749,0.4,0.4,0.4
750,0.2,1.0,0.4
751,0.2,0.2,0.2
752,0.8,0.6,0.6
753,0.0,0.2,0.0
754,0.0,0.4,0.0
755,0.2,0.4,0.4
756,0.4,0.8,0.8
757,0.0,0.8,0.4
758,0.4,0.4,0.4
759,0.2,0.8,0.2
760,0.2,0.2,0.2
761,0.4,0.6,0.2
762,0.2,0.6,0.2
763,0.4,0.6,0.4
764,0.6,0.6,0.6
765,0.6,0.6,0.6
766,0.6,0.6,0.4
767,0.6,0.6,0.6
768,0.6,0.6,0.4
769,0.6,1.0,0.6
770,0.2,0.2,0.2
771,0.2,0.4,0.4
772,0.8,0.8,0.8
773,0.2,0.6,0.2
774,0.2,0.6,0.2
775,0.2,0.4,0.4
776,0.2,0.2,0.2
777,0.4,0.2,0.2
778,0.2,0.4,0.4
779,0.4,0.8,0.6
780,0.4,0.4,0.2
781,0.8,0.8,0.6
782,0.0,0.2,0.2
783,0.6,0.6,0.2
784,0.8,1.0,0.8
785,0.4,0.4,0.4
786,0.2,0.2,0.2
787,0.6,0.6,0.6
788,0.8,0.8,0.8
789,0.2,0.2,0.2
790,0.6,0.8,0.8
791,0.6,0.8,0.6
792,0.8,0.8,0.8
793,0.8,0.8,0.6
794,0.2,0.2,0.2
795,0.2,0.4,0.2
796,0.8,0.8,0.8
797,0.2,0.6,0.4
798,0.4,0.6,0.4
799,0.4,0.6,0.4
800,0.0,0.4,0.2
801,0.2,0.4,0.2
802,0.6,0.6,0.6
803,0.0,0.2,0.0
804,0.4,0.6,0.4
805,0.4,0.4,0.4
806,0.6,0.6,0.6
807,0.2,0.2,0.0
808,0.4,0.8,0.4
809,0.6,0.6,0.4
810,0.2,0.2,0.2
811,0.2,0.0,0.0
812,0.2,0.4,0.2
813,0.4,0.4,0.4
814,0.6,0.6,0.6
815,0.4,0.4,0.4
816,0.6,0.8,0.6
817,0.4,0.8,0.4
818,0.8,0.6,0.6
819,0.4,0.6,0.4
820,0.6,1.0,0.6
821,0.6,0.6,0.6
822,0.6,0.8,0.6
823,0.6,0.4,0.2
824,0.6,0.8,0.6
825,0.2,0.6,0.4
826,0.4,0.6,0.4
827,0.0,0.2,0.2
828,0.6,0.6,0.4
829,0.6,0.6,0.6
830,0.6,0.6,0.6
831,0.0,0.2,0.0
832,0.4,0.6,0.4
833,0.2,0.6,0.2
834,0.0,0.2,0.2
835,0.4,0.8,0.4
836,0.4,0.6,0.4
837,0.2,0.4,0.2
838,0.2,0.4,0.4
839,0.8,0.6,0.6
840,0.6,0.6,0.6
841,0.4,0.6,0.4
842,0.2,0.2,0.2
843,0.8,0.6,0.6
844,0.2,0.6,0.4
845,0.6,0.8,0.8
846,0.6,1.0,0.6
847,0.4,1.0,0.8
848,1.0,1.0,0.8
849,0.6,0.8,0.4
850,0.6,0.6,0.4
851,0.6,0.6,0.4
852,0.4,0.6,0.4
853,0.6,0.4,0.4
854,0.2,0.6,0.2
855,0.4,0.4,0.4
856,0.6,0.6,0.6
857,1.0,0.6,0.6
858,0.4,0.4,0.2
859,0.2,0.2,0.2
860,0.6,0.8,0.8
861,0.4,0.4,0.4
862,0.4,0.4,0.4
863,0.8,1.0,0.8
864,0.4,0.4,0.4
865,0.0,0.6,0.4
866,0.4,0.6,0.4
867,0.4,0.6,0.4
868,0.2,0.2,0.2
869,0.2,0.6,0.4
870,0.4,0.4,0.4
871,1.0,1.0,1.0
872,0.8,0.6,0.6
873,0.4,0.2,0.2
874,0.2,0.2,0.2
875,0.4,0.8,0.8
876,0.2,0.8,0.2
877,0.4,0.6,0.4
878,0.4,0.6,0.4
879,0.8,0.8,0.8
880,0.2,0.4,0.2
881,0.6,0.6,0.6
882,0.4,0.6,0.4
883,0.8,1.0,0.6
884,0.0,0.2,0.0
885,0.8,0.8,0.8
886,0.6,0.6,0.6
887,0.6,0.8,0.6
888,0.6,0.6,0.2
889,0.4,0.6,0.2
890,0.4,0.6,0.6
891,0.4,0.6,0.4
892,0.4,0.6,0.6
893,0.4,0.4,0.2
894,0.2,0.4,0.2
895,0.8,0.6,0.6
896,0.4,0.4,0.4
897,0.2,0.4,0.4
898,0.4,0.2,0.4
899,0.0,0.0,0.0
900,0.4,0.4,0.4
901,0.0,0.0,0.0
902,0.4,0.8,0.6
903,0.4,0.4,0.2
904,0.0,0.2,0.0
905,0.0,0.2,0.0
906,0.2,0.6,0.2
907,0.2,0.4,0.0
908,0.6,0.6,0.4
909,0.4,0.8,0.4
910,0.2,0.6,0.2
911,0.4,0.4,0.4
912,0.4,0.6,0.4
913,0.4,0.4,0.4
914,0.2,0.4,0.2
915,0.0,0.2,0.0
916,0.6,0.6,0.6
917,0.4,0.4,0.4
918,0.6,0.4,0.4
919,0.8,1.0,0.6
920,0.6,0.6,0.4
921,0.2,0.6,0.2
922,0.6,0.6,0.6
923,0.8,0.6,0.6
924,0.2,0.6,0.2
925,0.6,0.6,0.6
926,0.8,0.8,0.4
927,0.0,0.2,0.2
928,0.8,0.8,0.8
929,0.4,0.6,0.4
930,0.4,0.4,0.4
931,0.2,0.4,0.2
932,0.2,0.0,0.0
933,0.0,0.2,0.0
934,0.6,0.8,0.6
935,0.4,1.0,0.4
936,0.8,0.6,0.6
937,0.2,0.2,0.0
938,0.2,0.2,0.2
939,0.4,1.0,0.4
940,0.6,0.6,0.6
941,0.2,0.6,0.0
942,0.2,0.4,0.4
943,0.6,0.6,0.6
944,0.4,0.8,0.4
945,0.2,0.4,0.4
946,0.4,0.6,0.6
947,0.4,0.4,0.2
948,0.4,0.8,0.6
949,0.2,0.6,0.4
950,0.4,0.4,0.4
951,0.2,0.2,0.2
952,0.2,0.4,0.4
953,0.4,0.6,0.4
954,0.2,0.6,0.4
955,0.4,0.6,0.4
956,0.4,0.6,0.6
957,0.2,0.8,0.4
958,0.2,0.6,0.2
959,0.2,0.2,0.2
960,0.4,0.4,0.4
961,0.2,0.4,0.2
962,0.4,0.8,0.4
963,0.4,0.4,0.4
964,0.4,0.6,0.4
965,0.2,0.4,0.4
966,0.0,0.2,0.0
967,0.4,0.6,0.6
968,0.2,0.4,0.2
969,0.6,0.4,0.6
970,0.6,1.0,0.8
971,0.2,0.2,0.2
972,1.0,1.0,1.0
973,0.2,0.4,0.2
974,0.2,0.4,0.4
975,0.2,0.6,0.4
976,0.2,0.6,0.4
977,0.0,0.0,0.0
978,0.6,0.8,0.6
979,0.2,0.2,0.2
980,0.4,0.4,0.4
981,0.4,0.2,0.4
982,0.4,0.8,0.6
983,0.6,0.6,0.4
984,0.2,0.2,0.2
985,0.0,0.8,0.0
986,0.2,0.4,0.2
987,0.6,1.0,0.6
988,0.8,0.8,0.8
989,0.8,0.6,0.4
990,0.2,0.4,0.4
991,0.4,0.6,0.4
992,0.2,0.4,0.2
993,0.6,0.6,0.4
994,0.4,0.2,0.4
995,0.2,0.0,0.0
996,0.6,0.8,0.6
