,NB Score,SGD Score,Tree Score
0,0.36146272855133615,0.4739803094233474,0.35161744022503516
1,0.4078762306610408,0.5274261603375527,0.4149085794655415
2,0.42053445850914206,0.5316455696202531,0.41068917018284107
3,0.36849507735583686,0.49507735583684953,0.37130801687763715
4,0.4092827004219409,0.5119549929676512,0.40365682137834036
5,0.38677918424753865,0.5583684950773559,0.38115330520393814
6,0.40365682137834036,0.5203938115330521,0.3924050632911392
7,0.38959212376933894,0.5203938115330521,0.3952180028129395
8,0.4177215189873418,0.5625879043600562,0.41350210970464135
9,0.41068917018284107,0.540084388185654,0.4092827004219409
10,0.40365682137834036,0.540084388185654,0.4050632911392405
11,0.39381153305203936,0.5161744022503516,0.38677918424753865
12,0.4042253521126761,0.5352112676056338,0.3929577464788732
13,0.3929577464788732,0.5225352112676056,0.3816901408450704
14,0.4267605633802817,0.5267605633802817,0.4084507042253521
15,0.4014084507042254,0.5450704225352113,0.39859154929577467
16,0.3704225352112676,0.5098591549295775,0.3929577464788732
17,0.39154929577464787,0.528169014084507,0.3788732394366197
18,0.4042253521126761,0.5154929577464789,0.4028169014084507
19,0.38309859154929576,0.5183098591549296,0.3901408450704225
20,0.39154929577464787,0.543661971830986,0.3873239436619718
21,0.39154929577464787,0.5154929577464789,0.4070422535211268
22,0.423943661971831,0.5422535211267606,0.4169014084507042
23,0.39154929577464787,0.5183098591549296,0.4042253521126761
24,0.4042253521126761,0.5197183098591549,0.3873239436619718
25,0.4,0.5183098591549296,0.4042253521126761
26,0.4126760563380282,0.5380281690140845,0.4126760563380282
27,0.4,0.5408450704225352,0.39859154929577467
28,0.4042253521126761,0.5295774647887324,0.39859154929577467
29,0.3957746478873239,0.5169014084507042,0.3901408450704225
30,0.37464788732394366,0.5084507042253521,0.3704225352112676
31,0.4056338028169014,0.5183098591549296,0.4098591549295775
32,0.3647887323943662,0.523943661971831,0.36338028169014086
33,0.4267605633802817,0.523943661971831,0.4
34,0.4126760563380282,0.5394366197183098,0.4056338028169014
35,0.4098591549295775,0.5774647887323944,0.4253521126760563
36,0.4140845070422535,0.528169014084507,0.4070422535211268
37,0.376056338028169,0.5211267605633803,0.3788732394366197
38,0.4014084507042254,0.5197183098591549,0.38873239436619716
39,0.4070422535211268,0.5366197183098591,0.376056338028169
40,0.428169014084507,0.528169014084507,0.4056338028169014
41,0.3788732394366197,0.5112676056338028,0.3732394366197183
42,0.38028169014084506,0.4943661971830986,0.3845070422535211
43,0.4112676056338028,0.547887323943662,0.4070422535211268
44,0.4084507042253521,0.5140845070422535,0.4042253521126761
45,0.39859154929577467,0.532394366197183,0.3929577464788732
46,0.3929577464788732,0.5112676056338028,0.3647887323943662
47,0.35352112676056335,0.476056338028169,0.3436619718309859
48,0.3816901408450704,0.5267605633802817,0.3901408450704225
49,0.4225352112676056,0.5507042253521127,0.39859154929577467
